-22.9;-47.0833333;-20.7666667;-51.1833333
-20.7666667;-51.1833333;-20.7666667;-51.1833333
-20.7666667;-51.1833333;-20.7333333;-51.1666667
-20.7333333;-51.1666667;-22.8666667;-46.9833333
-22.8666667;-46.9833333;-22.8833333;-46.9833333
-22.8833333;-46.9833333;-22.95;-47.0166667
-22.95;-47.0166667;-22.8166667;-47.1
-22.8166667;-47.1;-20.8333333;-51.1666667
-20.8333333;-51.1666667;-22.5666667;-47.6
-22.5666667;-47.6;-22.5666667;-47.6
-22.5666667;-47.6;-20.8;-51.1
-20.8;-51.1;-23.0166667;-46.9833333
-23.0166667;-46.9833333;-22.6166667;-47.5833333
-22.6166667;-47.5833333;-22.6166667;-47.5833333
-22.6166667;-47.5833333;-20.1666667;-47.7
-20.1666667;-47.7;-20.1666667;-47.7
-20.1666667;-47.7;-20.1666667;-47.7
-20.1666667;-47.7;-20.1666667;-47.7
-20.1666667;-47.7;-20.1666667;-47.7
-20.1666667;-47.7;-20.1666667;-47.7
-20.1666667;-47.7;-20.1666667;-47.7
-20.1666667;-47.7;-20.1666667;-47.7
-20.1666667;-47.7;-20.1666667;-47.7
-20.1666667;-47.7;-20.1666667;-47.7
-20.1666667;-47.7;-20.1666667;-47.7
-20.1666667;-47.7;-20.1666667;-47.7
-20.1666667;-47.7;-20.1666667;-47.7
-20.1666667;-47.7;-22.2166667;-47.4833333
-22.2166667;-47.4833333;-22.2166667;-47.4833333
-22.2166667;-47.4833333;-22.2166667;-47.4833333
-22.2166667;-47.4833333;-22.2166667;-47.4833333
-22.2166667;-47.4833333;-22.2166667;-47.4833333
-22.2166667;-47.4833333;-22.5;-47.7666667
-22.5;-47.7666667;-21.9;-47.6333333
-21.9;-47.6333333;-21.9;-47.6333333
-21.9;-47.6333333;-21.9;-47.6333333
-21.9;-47.6333333;-21.9;-47.6333333
-21.9;-47.6333333;-21.9;-47.6333333
-21.9;-47.6333333;-21.1166667;-49.7833333
-21.1166667;-49.7833333;-21.1166667;-49.7833333
-21.1166667;-49.7833333;-21.1166667;-49.7833333
-21.1166667;-49.7833333;-21.1166667;-49.7833333
-21.1166667;-49.7833333;-22.3166667;-47.9666667
-22.3166667;-47.9666667;-22.3166667;-47.9666667
-22.3166667;-47.9666667;-22.3166667;-47.9666667
-22.3166667;-47.9666667;-21.9;-47.6166667
-21.9;-47.6166667;-21.9;-47.6166667
-21.9;-47.6166667;-22.3;-47.9666667
-22.3;-47.9666667;-21.9166667;-47.6166667
-21.9166667;-47.6166667;-22.3666667;-47.6
-22.3666667;-47.6;-21.7666667;-46.9
-21.7666667;-46.9;-21.9333333;-47.6166667
-21.9333333;-47.6166667;-22.2833333;-47.9833333
-22.2833333;-47.9833333;-22.5166667;-47.75
-22.5166667;-47.75;-22.2166667;-47.1166667
-22.2166667;-47.1166667;-22.2166667;-47.1166667
-22.2166667;-47.1166667;-22.2166667;-47.1166667
-22.2166667;-47.1166667;-22.2166667;-47.1166667
-22.2166667;-47.1166667;-22.8;-46.6166667
-22.8;-46.6166667;-22.8;-46.6166667
-22.8;-46.6166667;-22.35;-47.9833333
-22.35;-47.9833333;-24.5833333;-47.6
-24.5833333;-47.6;-22.3666667;-47.9833333
-22.3666667;-47.9833333;-21.2666667;-47.6166667
-21.2666667;-47.6166667;-20.15;-47.7333333
-20.15;-47.7333333;-20.15;-47.7333333
-20.15;-47.7333333;-20.1833333;-47.7333333
-20.1833333;-47.7333333;-22.5333333;-47.7333333
-22.5333333;-47.7333333;-22.3666667;-48.0
-22.3666667;-48.0;-22.25;-47.45
-22.25;-47.45;-22.25;-47.45
-22.25;-47.45;-21.8833333;-47.6666667
-21.8833333;-47.6666667;-21.9833333;-51.2166667
-21.9833333;-51.2166667;-21.9833333;-51.2166667
-21.9833333;-51.2166667;-22.8;-47.4166667
-22.8;-47.4166667;-22.8;-47.4166667
-22.8;-47.4166667;-22.5333333;-47.7166667
-22.5333333;-47.7166667;-21.2666667;-47.35
-21.2666667;-47.35;-21.2666667;-47.35
-21.2666667;-47.35;-21.8;-47.7
-21.8;-47.7;-21.7833333;-47.7333333
-21.7833333;-47.7333333;-21.8;-47.7666667
-21.8;-47.7666667;-21.8;-47.7666667
-21.8;-47.7666667;-21.9666667;-47.8333333
-21.9666667;-47.8333333;-22.4;-47.3833333
-22.4;-47.3833333;-22.3833333;-47.4166667
-22.3833333;-47.4166667;-21.0833333;-47.8833333
-21.0833333;-47.8833333;-21.0833333;-47.8833333
-21.0833333;-47.8833333;-22.3166667;-47.6166667
-22.3166667;-47.6166667;-22.3166667;-47.6166667
-22.3166667;-47.6166667;-21.0833333;-47.9
-21.0833333;-47.9;-22.9666667;-45.25
-22.9666667;-45.25;-22.9666667;-45.25
